dark eclipse moon
91. D:\Corpus\Solar_eclipse_of_September_21,_1922.txt score=0.085006356
92. D:\Corpus\Solar_eclipse_of_December_15,_2039.txt score=0.08481093
93. D:\Corpus\Solar_eclipse_of_January_16,_2075.txt score=0.08481093
94. D:\Corpus\Solar_eclipse_of_January_27,_2093.txt score=0.08481093
95. D:\Corpus\Solar_eclipse_of_July_13,_2037.txt score=0.08481093
96. D:\Corpus\Solar_eclipse_of_October_10,_1912.txt score=0.08481093
97. D:\Corpus\Solar_eclipse_of_October_21,_1930.txt score=0.08481093
98. D:\Corpus\Solar_eclipse_of_January_14,_1907.txt score=0.08478477
99. D:\Corpus\Solar_eclipse_of_July_9,_1945.txt score=0.08478477
100. D:\Corpus\Solar_eclipse_of_July_11,_2010.txt score=0.084487975

=========================================================================

nordic marine animals
=======================
1. D:\Corpus\Bay_of_Bengal.txt score=0.11630859
2. D:\Corpus\Black_Sea.txt score=0.084970936
3. D:\Corpus\Germany.txt score=0.07549854
4. D:\Corpus\Lunar_effect.txt score=0.074463345
5. D:\Corpus\Atlantic_Ocean.txt score=0.073911026
6. D:\Corpus\Quebec.txt score=0.07305591
7. D:\Corpus\Synchronous_grid_of_Continental_Europe.txt score=0.06754239
8. D:\Corpus\Tide.txt score=0.047741782
9. D:\Corpus\Earth.txt score=0.039559152
10. D:\Corpus\Diameter.txt score=0.03899562
11. D:\Corpus\Indian_Ocean.txt score=0.035840385
12. D:\Corpus\Latin_language.txt score=0.033609577
13. D:\Corpus\Croatia.txt score=0.028000012
14. D:\Corpus\Human_history.txt score=0.02688766
15. D:\Corpus\France.txt score=0.026546497
16. D:\Corpus\Aristotle.txt score=0.023574851
17. D:\Corpus\English_Channel.txt score=0.023279015
18. D:\Corpus\Symmetric.txt score=0.022477739
19. D:\Corpus\Omen.txt score=0.021324258
20. D:\Corpus\Lunar_mansion.txt score=0.020104703
21. D:\Corpus\Argentina.txt score=0.01988336
22. D:\Corpus\Sunlight.txt score=0.019668022
23. D:\Corpus\Pakistan.txt score=0.01880167
24. D:\Corpus\Flood_(mythology).txt score=0.017770214
25. D:\Corpus\Lunar_eclipse.txt score=0.017411184
26. D:\Corpus\Supernatural.txt score=0.017060583
27. D:\Corpus\Russia.txt score=0.01704288
28. D:\Corpus\Doordarshan.txt score=0.015839363
29. D:\Corpus\Visible_light.txt score=0.015078526
30. D:\Corpus\In-situ.txt score=0.014216172
31. D:\Corpus\Apollo_12.txt score=0.012671489
32. D:\Corpus\Civil_twilight.txt score=0.012671489
33. D:\Corpus\Micrometeorite.txt score=0.012671489
34. D:\Corpus\Blindness.txt score=0.01256544
35. D:\Corpus\Pareidolia.txt score=0.01256544
36. D:\Corpus\Good_Friday.txt score=0.012186131
37. D:\Corpus\Impact_event.txt score=0.011200121
38. D:\Corpus\Month.txt score=0.010052351
39. D:\Corpus\Novosibirsk.txt score=0.010052351
40. D:\Corpus\Orbit_of_the_Moon.txt score=0.010052351
41. D:\Corpus\The_Moon_is_made_of_green_cheese.txt score=0.010052351
42. D:\Corpus\Wang_Chong.txt score=0.010052351
43. D:\Corpus\Albert_Einstein.txt score=0.009748905
44. D:\Corpus\Solar_astronomy.txt score=0.009748905
45. D:\Corpus\Sun.txt score=0.009748905
46. D:\Corpus\YouTube.txt score=0.009748905
47. D:\Corpus\Solar_cycle.txt score=0.009503617
48. D:\Corpus\Solar_variation.txt score=0.009503617
49. D:\Corpus\Space_weather.txt score=0.009503617
50. D:\Corpus\Cornwall.txt score=0.008960096
51. D:\Corpus\Iraq.txt score=0.008960096
52. D:\Corpus\Constantinople.txt score=0.008885107
53. D:\Corpus\Moon_in_fiction.txt score=0.008885107
54. D:\Corpus\Retina.txt score=0.008885107
55. D:\Corpus\Second_Persian_invasion_of_Greece.txt score=0.008885107
56. D:\Corpus\Thermal_conductivity.txt score=0.008795807
57. D:\Corpus\Mikoyan-Gurevich_MiG-21.txt score=0.007919681
58. D:\Corpus\Slovenia.txt score=0.0076173926
59. D:\Corpus\Infrared.txt score=0.007539263
60. D:\Corpus\Assyrian_people.txt score=0.0063357446
61. D:\Corpus\Moon_landing_conspiracy_theories.txt score=0.0063357446
62. D:\Corpus\NASA.txt score=0.0063357446
63. D:\Corpus\Siphon.txt score=0.00628272
64. D:\Corpus\Solar_eclipse.txt score=0.00628272
65. D:\Corpus\Solar_eclipse_of_August_21,_2017.txt score=0.00628272
66. D:\Corpus\Thales.txt score=0.00628272
67. D:\Corpus\Iran.txt score=0.0053310646
68. D:\Corpus\Turkey.txt score=0.0053310646
69. D:\Corpus\India.txt score=0.0050261756
70. D:\Corpus\Iron.txt score=0.0050261756
71. D:\Corpus\Wind_power.txt score=0.0050261756
72. D:\Corpus\Romania.txt score=0.0043979036
73. D:\Corpus\Serbia.txt score=0.0043979036
74. D:\Corpus\Amiens.txt score=0.0037696315
75. D:\Corpus\International_Space_Station.txt score=0.0037696315

=======================================================================
volcanic eruptions tornadoes eruption tornado
=============================================
1. D:\Corpus\Natural_phenomenon.txt score=0.69705653
2. D:\Corpus\Lunar_mare.txt score=0.13905115
3. D:\Corpus\Blue_moon.txt score=0.05732819
4. D:\Corpus\Coronal_mass_ejection.txt score=0.045705494
5. D:\Corpus\Earth.txt score=0.045177538
6. D:\Corpus\Atmosphere_of_the_Moon.txt score=0.041892428
7. D:\Corpus\Lunar_crater.txt score=0.03749711
8. D:\Corpus\Geology_of_the_Moon.txt score=0.035182953
9. D:\Corpus\Chronology_of_the_ancient_Near_East.txt score=0.03420917
10. D:\Corpus\Lunar_soil.txt score=0.0330375
11. D:\Corpus\Supermoon.txt score=0.031419322
12. D:\Corpus\Moon.txt score=0.025115663
13. D:\Corpus\Gas.txt score=0.023672804
14. D:\Corpus\Crucifixion_darkness_and_eclipse.txt score=0.022791538
15. D:\Corpus\Transient_lunar_phenomenon.txt score=0.021995613
16. D:\Corpus\Lunar_water.txt score=0.021873316
17. D:\Corpus\Atlantic_Ocean.txt score=0.021867761
18. D:\Corpus\Civil_twilight.txt score=0.020946214
19. D:\Corpus\Corona.txt score=0.01917792
20. D:\Corpus\Solar_corona.txt score=0.01917792
21. D:\Corpus\Heathrow_Airport.txt score=0.016279671
22. D:\Corpus\Aristotle.txt score=0.015553246
23. D:\Corpus\Coronal_hole.txt score=0.0152669465
24. D:\Corpus\Canada.txt score=0.013609091
25. D:\Corpus\Patrick_Moore.txt score=0.013590029
26. D:\Corpus\Rille.txt score=0.012227569
27. D:\Corpus\Internal_structure_of_the_Moon.txt score=0.012213557
28. D:\Corpus\Lake_Balaton.txt score=0.012104675
29. D:\Corpus\Hinode.txt score=0.0111641595
30. D:\Corpus\Solar_System.txt score=0.010473107
31. D:\Corpus\Turkey.txt score=0.009374278
32. D:\Corpus\Variable_star.txt score=0.009361433
33. D:\Corpus\Solar_flare.txt score=0.009255094
34. D:\Corpus\Solar_flares.txt score=0.009255094
35. D:\Corpus\Flood_(mythology).txt score=0.0076334733
36. D:\Corpus\Solar_Dynamics_Observatory.txt score=0.0076334733
37. D:\Corpus\Moon_rock.txt score=0.0069776
38. D:\Corpus\Micrometeorite.txt score=0.0069169574
39. D:\Corpus\Astronomy.txt score=0.0068640015
40. D:\Corpus\Quebec.txt score=0.0063378937
41. D:\Corpus\Origin_of_the_Moon.txt score=0.0061137844
42. D:\Corpus\Tidal_force.txt score=0.0061137844
43. D:\Corpus\Lunar_eclipse.txt score=0.0061067785
44. D:\Corpus\Impact_event.txt score=0.0052946927
45. D:\Corpus\Black_Sea.txt score=0.0043230983
46. D:\Corpus\Bay_of_Bengal.txt score=0.0042796494
47. D:\Corpus\Giant-impact_hypothesis.txt score=0.0042796494
48. D:\Corpus\Solar_activity.txt score=0.00418656
49. D:\Corpus\Solar_phenomena.txt score=0.00418656
50. D:\Corpus\Stellar_classification.txt score=0.0038167366
51. D:\Corpus\Cassini%E2%80%93Huygens.txt score=0.0034888
52. D:\Corpus\Pakistan.txt score=0.0032011196
53. D:\Corpus\Human_history.txt score=0.0027910399
54. D:\Corpus\Moon_landing_conspiracy_theories.txt score=0.0027910399
55. D:\Corpus\India.txt score=0.0024455138
